edgeID,ftCode,road_width,gradient,count,flood_ratio_pct,Rflood_pct,Rfall_young_pct,Rfall_old_pct,rf_base_pct,rf_fence_pct,rf_slope_pct,rf_width_pct
100459,0,3.0,-0.09185637091723976,0.0,0,0,0,0,0,0,0,0
100460,0,5.5,-0.07813868069899489,0.0,0,0,25,35,15,10,0,0
100461,0,13.0,0.026253758661600717,0.0,0,0,15,25,15,0,0,0
100462,0,3.0,0.003365166701093773,24.0,100,100,0,0,0,0,0,0
100463,0,3.0,0.0028384212309362734,7.0,29,29,0,0,0,0,0,0
100464,0,3.0,0.0106758543042425,0.0,0,0,0,0,0,0,0,0
100468,0,3.0,0.02248701131002415,24.0,100,100,0,0,0,0,0,0
100470,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0
100471,0,5.5,0.0020043838040289842,0.0,0,0,0,0,0,0,0,0
100472,0,13.0,0.011453629922050604,0.0,0,0,15,25,15,0,0,0
100474,0,5.5,0.0,0.0,0,0,0,0,0,0,0,0
100475,0,5.5,0.02601488907055892,0.0,0,0,0,0,0,0,0,0
100477,0,5.5,0.005319068894083246,0.0,0,0,25,35,15,10,0,0
100478,0,5.5,0.004903018398956592,24.0,100,100,0,0,0,0,0,0
100479,0,5.5,0.04877544846294877,24.0,100,100,0,0,0,0,0,0
100480,0,5.5,0.027349574416481972,5.0,21,21,0,0,0,0,0,0
100482,0,3.0,-0.17583514900178804,0.0,0,0,45,55,15,10,10,10
100484,0,3.0,0.03719147764830956,0.0,0,0,0,0,0,0,0,0
100485,0,3.0,-0.05474523269224581,0.0,0,0,0,0,0,0,0,0
100486,0,3.0,-0.06614448447509438,0.0,0,0,0,0,0,0,0,0
100487,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0
100488,0,5.5,0.17736769911807682,0.0,0,0,15,25,5,0,10,0
100489,0,3.0,-0.061926283032322435,0.0,0,0,0,0,0,0,0,0
100490,0,5.5,0.21389094219109622,0.0,0,0,0,0,0,0,0,0
100491,0,5.5,0.01555606208483651,0.0,0,0,0,0,0,0,0,0
100492,0,3.0,-0.07043424045878284,0.0,0,0,0,0,0,0,0,0
100493,0,3.0,-0.04022167366457295,0.0,0,0,0,0,0,0,0,0
100494,0,5.5,0.014253490646277471,0.0,0,0,0,0,0,0,0,0
100495,0,3.0,-0.07627561993601435,0.0,0,0,0,0,0,0,0,0
100496,0,3.0,0.03714360034859571,0.0,0,0,0,0,0,0,0,0
100497,0,3.0,-0.0438632684442007,0.0,0,0,0,0,0,0,0,0
100498,0,5.5,0.0,0.0,0,0,0,0,0,0,0,0
100499,0,3.0,-0.004415879815700786,0.0,0,0,0,0,0,0,0,0
100500,0,3.0,0.027527349735078793,0.0,0,0,0,0,0,0,0,0
100501,0,5.5,-0.04256699817535524,0.0,0,0,15,25,15,0,0,0
